"日付け","終値","始値","高値","安値","出来高","前日比%"
"2016年10月31日","25,440.0","25,600.0","25,900.0","25,345.0","2.17M","-0.59%"
"2016年10月28日","25,590.0","25,095.0","25,625.0","25,010.0","3.22M","2.83%"
"2016年10月27日","24,885.0","23,520.0","24,895.0","23,515.0","5.84M","1.49%"
"2016年10月26日","24,520.0","24,540.0","25,000.0","24,410.0","2.35M","-0.67%"
"2016年10月25日","24,685.0","23,900.0","24,725.0","23,870.0","3.21M","2.98%"
"2016年10月24日","23,970.0","24,900.0","24,900.0","23,940.0","4.38M","-4.82%"
"2016年10月21日","25,185.0","26,000.0","26,190.0","25,025.0","6.10M","-6.55%"
"2016年10月20日","26,950.0","25,940.0","27,270.0","25,810.0","5.20M","3.34%"
"2016年10月19日","26,080.0","26,110.0","26,315.0","25,975.0","1.08M","-0.51%"
"2016年10月18日","26,215.0","25,830.0","26,315.0","25,635.0","1.66M","1.08%"
"2016年10月17日","25,935.0","26,470.0","26,475.0","25,665.0","2.20M","-0.90%"
"2016年10月14日","26,170.0","25,740.0","26,220.0","25,620.0","1.64M","0.36%"
"2016年10月13日","26,075.0","26,015.0","26,535.0","25,925.0","2.25M","0.81%"
"2016年10月12日","25,865.0","26,115.0","26,335.0","25,845.0","1.49M","-1.60%"
"2016年10月11日","26,285.0","26,500.0","26,615.0","26,280.0","1.58M","-1.52%"
"2016年10月07日","26,690.0","26,375.0","26,750.0","26,285.0","1.76M","1.23%"
"2016年10月06日","26,365.0","26,795.0","26,940.0","26,360.0","1.91M","-1.55%"
"2016年10月05日","26,780.0","26,250.0","26,790.0","26,085.0","2.41M","2.33%"
"2016年10月04日","26,170.0","26,555.0","26,570.0","25,930.0","2.11M","-1.04%"
"2016年10月03日","26,445.0","26,800.0","26,890.0","26,285.0","2.02M","-0.60%"
"2016年09月30日","26,605.0","26,920.0","27,235.0","26,605.0","2.20M","-1.97%"
"2016年09月29日","27,140.0","27,480.0","27,480.0","26,935.0","2.14M","0.04%"
"2016年09月28日","27,130.0","26,900.0","27,460.0","26,825.0","2.53M","0.35%"
"2016年09月27日","27,035.0","26,415.0","27,135.0","26,400.0","3.01M","1.35%"
"2016年09月26日","26,675.0","26,945.0","27,030.0","26,630.0","1.81M","-1.59%"
"2016年09月23日","27,105.0","26,850.0","27,270.0","26,470.0","3.50M","0.41%"
"2016年09月21日","26,995.0","27,295.0","27,450.0","26,700.0","4.46M","-1.17%"
"2016年09月20日","27,315.0","26,650.0","27,775.0","26,555.0","4.75M","0.92%"
"2016年09月16日","27,065.0","26,605.0","27,320.0","26,305.0","5.17M","0.52%"
"2016年09月15日","26,925.0","25,910.0","26,965.0","25,820.0","5.81M","4.54%"
"2016年09月14日","25,755.0","25,600.0","26,335.0","25,375.0","5.21M","0.51%"
"2016年09月13日","25,625.0","26,910.0","27,080.0","25,590.0","6.02M","-3.99%"
"2016年09月12日","26,690.0","27,300.0","27,570.0","26,450.0","4.72M","-3.38%"
"2016年09月09日","27,625.0","27,550.0","27,935.0","27,265.0","6.27M","-1.18%"
"2016年09月08日","27,955.0","29,195.0","29,200.0","27,060.0","13.54M","13.20%"
"2016年09月07日","24,695.0","23,300.0","24,700.0","23,285.0","5.24M","4.86%"
"2016年09月06日","23,550.0","23,295.0","23,605.0","23,225.0","1.59M","1.44%"
"2016年09月05日","23,215.0","24,050.0","24,090.0","23,160.0","3.06M","-2.54%"
"2016年09月02日","23,820.0","23,300.0","24,180.0","23,300.0","5.68M","1.66%"
"2016年09月01日","23,430.0","22,800.0","23,450.0","22,515.0","2.80M","3.33%"
"2016年08月31日","22,675.0","22,500.0","22,775.0","22,340.0","1.72M","2.16%"
"2016年08月30日","22,195.0","22,265.0","22,365.0","22,080.0","1.26M","-0.96%"
"2016年08月29日","22,410.0","22,090.0","22,455.0","22,020.0","1.90M","3.32%"
"2016年08月26日","21,690.0","22,170.0","22,200.0","21,670.0","1.82M","-2.47%"
"2016年08月25日","22,240.0","22,185.0","22,475.0","22,135.0","1.50M","-0.65%"
"2016年08月24日","22,385.0","22,585.0","22,775.0","22,115.0","2.44M","-0.93%"
"2016年08月23日","22,595.0","23,045.0","23,045.0","22,355.0","3.04M","-1.29%"
"2016年08月22日","22,890.0","22,400.0","22,965.0","22,180.0","3.33M","3.11%"
"2016年08月19日","22,200.0","23,150.0","23,235.0","22,065.0","3.60M","-3.04%"
"2016年08月18日","22,895.0","22,500.0","23,325.0","22,265.0","4.86M","0.86%"
"2016年08月17日","22,700.0","21,775.0","22,720.0","21,760.0","3.69M","4.51%"
"2016年08月16日","21,720.0","22,065.0","22,225.0","21,715.0","2.08M","-1.56%"
"2016年08月15日","22,065.0","21,950.0","22,265.0","21,665.0","2.28M","0.30%"
"2016年08月12日","22,000.0","23,000.0","23,065.0","21,930.0","3.71M","-3.42%"
"2016年08月10日","22,780.0","23,015.0","23,360.0","22,410.0","6.19M","-0.31%"
"2016年08月09日","22,850.0","21,420.0","22,940.0","21,320.0","9.10M","7.38%"
"2016年08月08日","21,280.0","20,715.0","21,320.0","20,460.0","3.73M","2.73%"
"2016年08月05日","20,715.0","21,300.0","21,340.0","20,600.0","2.80M","-2.40%"
"2016年08月04日","21,225.0","21,300.0","21,370.0","20,930.0","3.02M","0.76%"
"2016年08月03日","21,065.0","20,660.0","21,480.0","20,625.0","5.13M","0.29%"
"2016年08月02日","21,005.0","21,400.0","21,520.0","20,890.0","4.64M","0.19%"
"2016年08月01日","20,965.0","20,585.0","21,450.0","20,100.0","7.30M","-2.51%"
"2016年07月29日","21,505.0","21,000.0","21,780.0","20,440.0","10.89M","2.02%"
"2016年07月28日","21,080.0","22,075.0","22,600.0","20,725.0","14.21M","-5.49%"
"2016年07月27日","22,305.0","22,800.0","23,240.0","21,905.0","9.72M","-5.45%"
"2016年07月26日","23,590.0","22,030.0","23,890.0","21,700.0","16.63M","1.59%"
"2016年07月25日","23,220.0","23,720.0","24,555.0","23,220.0","11.32M","-17.72%"
"2016年07月22日","28,220.0","27,300.0","29,920.0","27,170.0","25.41M","0.79%"
"2016年07月21日","28,000.0","29,000.0","29,280.0","26,735.0","18.30M","0.85%"
"2016年07月20日","27,765.0","29,170.0","29,980.0","26,000.0","26.14M","-12.61%"
"2016年07月19日","31,770.0","31,350.0","32,700.0","29,055.0","22.66M","14.36%"
"2016年07月15日","27,780.0","26,300.0","27,800.0","25,600.0","17.78M","9.80%"
"2016年07月14日","25,300.0","22,500.0","25,960.0","22,310.0","17.60M","15.90%"
"2016年07月13日","21,830.0","21,840.0","22,510.0","21,010.0","10.45M","-4.42%"
"2016年07月12日","22,840.0","21,800.0","23,045.0","20,155.0","14.18M","12.73%"
"2016年07月11日","20,260.0","18,595.0","20,270.0","18,390.0","7.48M","24.52%"
"2016年07月08日","16,270.0","16,435.0","16,670.0","15,885.0","2.92M","8.94%"
"2016年07月07日","14,935.0","14,390.0","14,945.0","14,230.0","759.70K","3.86%"
"2016年07月06日","14,380.0","14,005.0","14,405.0","13,835.0","578.20K","-0.76%"
"2016年07月05日","14,490.0","14,695.0","14,800.0","14,390.0","421.20K","-2.16%"
"2016年07月04日","14,810.0","14,620.0","14,835.0","14,525.0","313.30K","1.02%"
"2016年07月01日","14,660.0","14,705.0","14,810.0","14,535.0","441.10K","0.51%"
"2016年06月30日","14,585.0","14,750.0","14,975.0","14,585.0","575.90K","0.76%"
"2016年06月29日","14,475.0","14,000.0","14,480.0","13,975.0","660.60K","4.63%"
"2016年06月28日","13,835.0","13,515.0","13,990.0","13,360.0","825.60K","-0.22%"
"2016年06月27日","13,865.0","14,000.0","14,240.0","13,725.0","1.03M","0.47%"
"2016年06月24日","13,800.0","15,140.0","15,195.0","13,605.0","919.50K","-7.54%"
"2016年06月23日","14,925.0","14,915.0","15,055.0","14,780.0","422.10K","0.34%"
"2016年06月22日","14,875.0","15,085.0","15,085.0","14,680.0","496.80K","-1.42%"
"2016年06月21日","15,090.0","14,740.0","15,155.0","14,630.0","401.70K","0.80%"
"2016年06月20日","14,970.0","14,970.0","15,100.0","14,725.0","505.80K","1.94%"
"2016年06月17日","14,685.0","14,750.0","14,825.0","14,620.0","599.40K","0.24%"
"2016年06月16日","14,650.0","15,240.0","15,300.0","14,555.0","615.40K","-2.69%"
"2016年06月15日","15,055.0","15,100.0","15,280.0","14,970.0","448.90K","-1.12%"
"2016年06月14日","15,225.0","15,300.0","15,665.0","15,150.0","536.10K","-0.85%"
"2016年06月13日","15,355.0","15,805.0","15,840.0","15,355.0","488.20K","-4.42%"
"2016年06月10日","16,065.0","16,270.0","16,285.0","16,010.0","479.80K","-1.35%"
"2016年06月09日","16,285.0","16,400.0","16,435.0","16,230.0","397.50K","-0.15%"
"2016年06月08日","16,310.0","16,320.0","16,320.0","16,010.0","485.20K","0.40%"
"2016年06月07日","16,245.0","15,930.0","16,245.0","15,930.0","429.40K","2.52%"
"2016年06月06日","15,845.0","15,450.0","15,860.0","15,335.0","432.70K","0.16%"
"2016年06月03日","15,820.0","15,580.0","15,820.0","15,575.0","323.30K","0.80%"
"2016年06月02日","15,695.0","16,045.0","16,150.0","15,685.0","673.80K","-2.24%"
"2016年06月01日","16,055.0","16,200.0","16,335.0","15,950.0","535.00K","-2.40%"
"2016年05月31日","16,450.0","16,085.0","16,550.0","16,010.0","989.00K","2.81%"
"2016年05月30日","16,000.0","16,025.0","16,035.0","15,750.0","385.00K","0.88%"
"2016年05月27日","15,860.0","15,895.0","16,070.0","15,785.0","511.10K","-0.06%"
"2016年05月26日","15,870.0","16,200.0","16,225.0","15,830.0","276.00K","-0.50%"
"2016年05月25日","15,950.0","15,985.0","16,145.0","15,910.0","335.90K","1.05%"
"2016年05月24日","15,785.0","16,055.0","16,055.0","15,755.0","468.00K","-2.38%"
"2016年05月23日","16,170.0","16,325.0","16,335.0","15,895.0","394.60K","-1.19%"
"2016年05月20日","16,365.0","16,160.0","16,400.0","16,045.0","322.80K","0.15%"
"2016年05月19日","16,340.0","16,360.0","16,490.0","16,230.0","442.40K","1.30%"
"2016年05月18日","16,130.0","15,915.0","16,370.0","15,885.0","604.40K","0.78%"
"2016年05月17日","16,005.0","15,560.0","16,010.0","15,520.0","510.40K","2.56%"
"2016年05月16日","15,605.0","15,540.0","15,845.0","15,450.0","456.90K","1.66%"
"2016年05月13日","15,350.0","15,685.0","15,735.0","15,350.0","461.40K","-1.38%"
"2016年05月12日","15,565.0","15,005.0","15,565.0","14,910.0","588.50K","2.40%"
"2016年05月11日","15,200.0","15,360.0","15,400.0","15,155.0","412.80K","0.20%"
"2016年05月10日","15,170.0","15,250.0","15,400.0","15,015.0","626.10K","-0.33%"
"2016年05月09日","15,220.0","15,155.0","15,425.0","15,085.0","612.50K","1.53%"
"2016年05月06日","14,990.0","14,940.0","15,205.0","14,875.0","815.60K","0.37%"
"2016年05月02日","14,935.0","14,675.0","15,050.0","14,675.0","1.16M","-1.45%"
"2016年04月28日","15,155.0","15,550.0","15,790.0","15,040.0","2.19M","-8.26%"
"2016年04月27日","16,520.0","16,555.0","16,640.0","16,360.0","517.80K","-0.87%"
"2016年04月26日","16,665.0","16,710.0","16,880.0","16,525.0","575.40K","-1.33%"
"2016年04月25日","16,890.0","17,230.0","17,250.0","16,840.0","655.60K","-1.46%"
"2016年04月22日","17,140.0","17,200.0","17,305.0","16,935.0","749.40K","-1.83%"
"2016年04月21日","17,460.0","17,450.0","17,475.0","17,315.0","512.70K","1.39%"
"2016年04月20日","17,220.0","17,210.0","17,545.0","16,935.0","855.10K","1.29%"
"2016年04月19日","17,000.0","16,850.0","17,095.0","16,740.0","577.20K","3.53%"
"2016年04月18日","16,420.0","16,100.0","16,565.0","16,100.0","558.50K","-2.87%"
"2016年04月15日","16,905.0","16,705.0","17,050.0","16,570.0","548.80K","0.18%"
"2016年04月14日","16,875.0","16,780.0","17,150.0","16,685.0","1.12M","4.07%"
"2016年04月13日","16,215.0","16,500.0","16,595.0","16,170.0","618.40K","-0.67%"
"2016年04月12日","16,325.0","15,925.0","16,350.0","15,870.0","575.00K","2.96%"
"2016年04月11日","15,855.0","15,790.0","15,890.0","15,450.0","490.30K","0.38%"
"2016年04月08日","15,795.0","15,250.0","16,000.0","15,205.0","935.40K","1.71%"
"2016年04月07日","15,530.0","14,990.0","15,540.0","14,955.0","673.80K","2.88%"
"2016年04月06日","15,095.0","15,010.0","15,240.0","14,825.0","535.50K","0.50%"
"2016年04月05日","15,020.0","15,300.0","15,455.0","14,990.0","569.70K","-2.28%"
"2016年04月04日","15,370.0","15,260.0","15,730.0","15,180.0","531.50K","-0.16%"
"2016年04月01日","15,395.0","16,035.0","16,070.0","15,335.0","772.40K","-3.78%"
"2016年03月31日","16,000.0","16,400.0","16,555.0","16,000.0","667.10K","-1.11%"
"2016年03月30日","16,180.0","16,750.0","16,930.0","16,175.0","951.70K","-3.69%"
"2016年03月29日","16,800.0","16,945.0","16,960.0","16,560.0","808.80K","-1.55%"
"2016年03月28日","17,065.0","16,840.0","17,075.0","16,745.0","503.00K","1.49%"
"2016年03月25日","16,815.0","16,725.0","17,070.0","16,660.0","525.40K","-0.24%"
"2016年03月24日","16,855.0","16,270.0","17,090.0","16,000.0","1.05M","3.09%"
"2016年03月23日","16,350.0","16,685.0","16,790.0","16,245.0","1.14M","-1.00%"
"2016年03月22日","16,515.0","15,660.0","16,550.0","15,585.0","1.58M","8.19%"
"2016年03月18日","15,265.0","15,540.0","15,560.0","15,110.0","898.70K","-0.36%"
"2016年03月17日","15,320.0","16,050.0","16,150.0","15,240.0","908.20K","-3.62%"
"2016年03月16日","15,895.0","15,800.0","16,035.0","15,750.0","443.30K","-0.09%"
"2016年03月15日","15,910.0","16,000.0","16,040.0","15,825.0","555.70K","0.06%"
"2016年03月14日","15,900.0","16,090.0","16,095.0","15,870.0","642.70K","-1.33%"
"2016年03月11日","16,115.0","15,865.0","16,215.0","15,750.0","659.80K","0.09%"
"2016年03月10日","16,100.0","16,005.0","16,175.0","15,820.0","624.70K","1.96%"
"2016年03月09日","15,790.0","15,540.0","15,860.0","15,520.0","459.30K","-0.22%"
"2016年03月08日","15,825.0","15,600.0","15,980.0","15,430.0","717.70K","0.13%"
"2016年03月07日","15,805.0","16,745.0","16,750.0","15,760.0","1.18M","-5.16%"
"2016年03月04日","16,665.0","16,640.0","16,710.0","16,490.0","477.60K","0.39%"
"2016年03月03日","16,600.0","15,995.0","16,600.0","15,815.0","859.30K","4.14%"
"2016年03月02日","15,940.0","15,890.0","16,080.0","15,475.0","943.80K","3.57%"
"2016年03月01日","15,390.0","15,590.0","15,790.0","15,060.0","1.14M","-2.69%"
"2016年02月29日","15,815.0","15,245.0","16,350.0","15,110.0","1.69M","-0.97%"
"2016年02月26日","15,970.0","16,400.0","16,440.0","15,970.0","488.00K","-1.57%"
"2016年02月25日","16,225.0","16,085.0","16,340.0","16,060.0","483.30K","0.84%"
"2016年02月24日","16,090.0","15,945.0","16,315.0","15,675.0","634.80K","-1.35%"
"2016年02月23日","16,310.0","16,670.0","16,770.0","16,280.0","652.90K","-1.12%"
"2016年02月22日","16,495.0","16,200.0","16,595.0","16,130.0","708.50K","2.90%"
"2016年02月19日","16,030.0","16,385.0","16,400.0","15,880.0","580.40K","-3.08%"
"2016年02月18日","16,540.0","16,310.0","16,690.0","16,225.0","829.60K","5.96%"
"2016年02月17日","15,610.0","15,935.0","16,290.0","15,295.0","926.00K","-1.95%"
"2016年02月16日","15,920.0","15,570.0","16,190.0","15,505.0","634.50K","1.08%"
"2016年02月15日","15,750.0","15,350.0","15,860.0","15,110.0","902.80K","9.76%"
"2016年02月12日","14,350.0","14,595.0","14,690.0","14,000.0","1.37M","-5.90%"
"2016年02月10日","15,250.0","15,760.0","16,075.0","14,985.0","1.04M","-3.69%"
"2016年02月09日","15,835.0","16,420.0","16,550.0","15,740.0","1.01M","-8.81%"
"2016年02月08日","17,365.0","16,650.0","17,450.0","16,605.0","662.80K","1.91%"
"2016年02月05日","17,040.0","16,920.0","17,255.0","16,755.0","721.50K","-0.90%"
"2016年02月04日","17,195.0","16,565.0","17,595.0","16,455.0","1.38M","1.84%"
"2016年02月03日","16,885.0","17,480.0","18,000.0","16,430.0","1.72M","-1.69%"
"2016年02月02日","17,175.0","17,105.0","17,300.0","16,930.0","747.40K","-0.75%"
"2016年02月01日","17,305.0","17,200.0","17,380.0","16,905.0","864.40K","3.90%"
"2016年01月29日","16,655.0","15,690.0","16,870.0","15,640.0","1.61M","6.97%"
"2016年01月28日","15,570.0","15,940.0","15,970.0","15,570.0","653.90K","-1.33%"
"2016年01月27日","15,780.0","16,200.0","16,250.0","15,690.0","903.80K","-0.13%"
"2016年01月26日","15,800.0","15,660.0","16,155.0","15,530.0","1.09M","-1.03%"
"2016年01月25日","15,965.0","16,335.0","16,390.0","15,845.0","798.10K","0.19%"
"2016年01月22日","15,935.0","15,450.0","15,955.0","15,140.0","1.29M","8.03%"
"2016年01月21日","14,750.0","15,000.0","15,755.0","14,740.0","1.22M","-0.77%"
"2016年01月20日","14,865.0","15,635.0","15,830.0","14,800.0","1.49M","-7.04%"
"2016年01月19日","15,990.0","15,595.0","15,990.0","15,400.0","1.49M","9.07%"
"2016年01月18日","14,660.0","14,270.0","14,755.0","14,260.0","699.60K","-1.41%"
"2016年01月15日","14,870.0","15,125.0","15,300.0","14,740.0","565.80K","0.30%"
"2016年01月14日","14,825.0","14,820.0","14,960.0","14,590.0","822.70K","-3.70%"
"2016年01月13日","15,395.0","15,180.0","15,620.0","15,105.0","1.14M","6.47%"
"2016年01月12日","14,460.0","14,970.0","14,995.0","14,455.0","1.28M","-5.92%"
"2016年01月08日","15,370.0","15,150.0","15,745.0","15,125.0","1.02M","0.95%"
"2016年01月07日","15,225.0","15,340.0","15,640.0","15,190.0","1.17M","0.43%"
"2016年01月06日","15,160.0","15,900.0","15,940.0","15,030.0","1.81M","-7.62%"
"2016年01月05日","16,410.0","16,500.0","16,705.0","16,365.0","515.70K","-1.47%"
"2016年01月04日","16,655.0","16,550.0","17,180.0","16,550.0","739.40K","-0.60%"
"2015年12月30日","16,755.0","17,005.0","17,160.0","16,740.0","467.60K","-1.12%"
"2015年12月29日","16,945.0","16,365.0","17,015.0","16,365.0","759.70K","3.01%"
"2015年12月28日","16,450.0","16,340.0","16,620.0","16,315.0","499.30K","1.42%"
"2015年12月25日","16,220.0","16,095.0","16,340.0","16,075.0","429.60K","0.75%"
"2015年12月24日","16,100.0","16,240.0","16,565.0","16,075.0","963.90K","-0.98%"
"2015年12月22日","16,260.0","16,415.0","16,480.0","16,160.0","699.50K","-1.57%"
"2015年12月21日","16,520.0","16,500.0","16,595.0","16,210.0","986.10K","-1.52%"
"2015年12月18日","16,775.0","17,020.0","17,500.0","16,755.0","1.10M","-2.30%"
"2015年12月17日","17,170.0","17,330.0","17,380.0","17,140.0","726.60K","0.38%"
"2015年12月16日","17,105.0","17,130.0","17,250.0","16,950.0","1.03M","1.15%"
"2015年12月15日","16,910.0","17,345.0","17,425.0","16,910.0","1.30M","-4.22%"
"2015年12月14日","17,655.0","17,515.0","17,685.0","17,340.0","631.60K","-2.11%"
"2015年12月11日","18,035.0","18,000.0","18,310.0","17,900.0","662.70K","-0.99%"
"2015年12月10日","18,215.0","18,360.0","18,435.0","18,065.0","675.50K","-2.46%"
"2015年12月09日","18,675.0","18,300.0","18,850.0","18,295.0","829.80K","1.74%"
"2015年12月08日","18,355.0","18,850.0","18,960.0","18,265.0","867.20K","-2.93%"
"2015年12月07日","18,910.0","19,000.0","19,115.0","18,870.0","598.60K","-0.37%"
"2015年12月04日","18,980.0","19,045.0","19,165.0","18,930.0","663.60K","-1.86%"
"2015年12月03日","19,340.0","19,260.0","19,535.0","19,170.0","717.60K","0.05%"
"2015年12月02日","19,330.0","19,190.0","19,385.0","19,095.0","444.60K","0.49%"
"2015年12月01日","19,235.0","19,000.0","19,345.0","19,000.0","701.20K","1.75%"
"2015年11月30日","18,905.0","19,190.0","19,200.0","18,905.0","708.90K","-1.69%"
"2015年11月27日","19,230.0","19,665.0","19,700.0","19,185.0","677.00K","-2.29%"
"2015年11月26日","19,680.0","19,530.0","19,865.0","19,530.0","516.20K","1.26%"
"2015年11月25日","19,435.0","19,165.0","19,550.0","19,160.0","665.50K","0.57%"
"2015年11月24日","19,325.0","19,300.0","19,420.0","19,215.0","521.50K","-0.21%"
"2015年11月20日","19,365.0","19,250.0","19,365.0","19,120.0","630.20K","0.55%"
"2015年11月19日","19,260.0","19,445.0","19,445.0","19,155.0","567.10K","-0.05%"
"2015年11月18日","19,270.0","19,330.0","19,410.0","19,030.0","731.30K","0.10%"
"2015年11月17日","19,250.0","19,655.0","19,685.0","19,235.0","1.03M","-1.03%"
"2015年11月16日","19,450.0","19,685.0","19,700.0","19,375.0","929.20K","-3.64%"
"2015年11月13日","20,185.0","19,970.0","20,300.0","19,835.0","492.90K","0.52%"
"2015年11月12日","20,080.0","20,500.0","20,500.0","20,080.0","792.60K","-2.19%"
"2015年11月11日","20,530.0","20,400.0","20,660.0","20,370.0","521.50K","0.64%"
"2015年11月10日","20,400.0","20,615.0","20,730.0","20,260.0","733.60K","-2.02%"
"2015年11月09日","20,820.0","20,350.0","20,825.0","20,250.0","1.09M","3.97%"
"2015年11月06日","20,025.0","20,100.0","20,130.0","19,745.0","809.80K","0.50%"
"2015年11月05日","19,925.0","19,800.0","20,015.0","19,715.0","1.04M","1.27%"
"2015年11月04日","19,675.0","19,695.0","19,885.0","19,465.0","1.26M","1.34%"
"2015年11月02日","19,415.0","19,305.0","19,650.0","18,935.0","1.91M","-0.33%"
"2015年10月30日","19,480.0","20,300.0","20,300.0","19,010.0","3.94M","-6.99%"
"2015年10月29日","20,945.0","23,600.0","23,615.0","20,085.0","3.98M","-8.97%"
"2015年10月28日","23,010.0","22,960.0","23,190.0","22,320.0","703.60K","-0.97%"
"2015年10月27日","23,235.0","23,900.0","23,925.0","23,210.0","663.60K","-3.23%"
"2015年10月26日","24,010.0","23,920.0","24,360.0","23,855.0","714.90K","1.67%"
"2015年10月23日","23,615.0","23,700.0","23,850.0","23,580.0","537.70K","1.94%"
"2015年10月22日","23,165.0","23,185.0","23,465.0","23,085.0","306.80K","-0.83%"
"2015年10月21日","23,360.0","23,500.0","23,570.0","22,955.0","628.20K","0.26%"
"2015年10月20日","23,300.0","23,095.0","23,350.0","22,815.0","549.70K","0.13%"
"2015年10月19日","23,270.0","23,175.0","23,470.0","23,005.0","650.60K","1.86%"
"2015年10月16日","22,845.0","22,460.0","23,145.0","22,385.0","900.50K","3.96%"
"2015年10月15日","21,975.0","21,480.0","22,095.0","21,310.0","498.50K","2.83%"
"2015年10月14日","21,370.0","21,870.0","22,300.0","21,290.0","648.20K","-3.06%"
"2015年10月13日","22,045.0","21,390.0","22,110.0","21,335.0","560.60K","3.11%"
"2015年10月09日","21,380.0","21,000.0","21,400.0","20,720.0","495.30K","2.64%"
"2015年10月08日","20,830.0","21,105.0","21,140.0","20,755.0","378.70K","-1.21%"
"2015年10月07日","21,085.0","21,510.0","21,575.0","20,930.0","535.10K","-1.68%"
"2015年10月06日","21,445.0","21,800.0","21,970.0","21,370.0","438.20K","0.12%"
"2015年10月05日","21,420.0","21,205.0","21,495.0","21,060.0","534.60K","2.37%"
"2015年10月02日","20,925.0","20,510.0","21,025.0","20,295.0","468.00K","1.04%"
"2015年10月01日","20,710.0","20,415.0","20,850.0","20,170.0","735.20K","3.24%"
"2015年09月30日","20,060.0","19,710.0","20,230.0","19,640.0","604.90K","3.88%"
"2015年09月29日","19,310.0","19,805.0","19,980.0","19,180.0","781.20K","-3.93%"
"2015年09月28日","20,100.0","20,510.0","20,740.0","19,995.0","623.20K","-2.00%"
"2015年09月25日","20,510.0","20,540.0","20,640.0","20,065.0","660.80K","1.64%"
"2015年09月24日","20,180.0","20,600.0","20,875.0","20,180.0","1.07M","-4.16%"
"2015年09月18日","21,055.0","21,360.0","21,580.0","20,905.0","696.20K","-1.13%"
"2015年09月17日","21,295.0","21,800.0","21,815.0","20,945.0","1.27M","-1.62%"
"2015年09月16日","21,645.0","23,000.0","23,025.0","21,380.0","1.00M","-4.31%"
"2015年09月15日","22,620.0","23,105.0","23,175.0","22,525.0","714.70K","-1.29%"
"2015年09月14日","22,915.0","23,250.0","23,335.0","22,715.0","435.20K","-0.67%"
"2015年09月11日","23,070.0","23,000.0","23,705.0","23,000.0","1.14M","-1.43%"
"2015年09月10日","23,405.0","23,290.0","23,490.0","22,910.0","784.10K","-0.83%"
"2015年09月09日","23,600.0","23,300.0","23,600.0","22,965.0","798.10K","5.57%"
"2015年09月08日","22,355.0","23,055.0","23,295.0","22,320.0","725.40K","-2.19%"
"2015年09月07日","22,855.0","22,700.0","23,065.0","22,460.0","683.10K","-1.38%"
"2015年09月04日","23,175.0","23,805.0","23,875.0","22,950.0","820.60K","-1.45%"
"2015年09月03日","23,515.0","24,180.0","24,305.0","23,445.0","715.20K","-1.07%"
"2015年09月02日","23,770.0","23,300.0","24,535.0","23,210.0","859.00K","-0.40%"
"2015年09月01日","23,865.0","24,835.0","25,170.0","23,800.0","1.07M","-4.58%"
"2015年08月31日","25,010.0","24,325.0","25,250.0","24,010.0","1.06M","3.48%"
"2015年08月28日","24,170.0","24,490.0","24,685.0","23,700.0","859.80K","3.49%"
"2015年08月27日","23,355.0","23,995.0","24,400.0","23,275.0","1.04M","-2.20%"
"2015年08月26日","23,880.0","22,610.0","23,945.0","22,610.0","1.12M","6.85%"
"2015年08月25日","22,350.0","21,140.0","23,430.0","21,070.0","1.79M","2.57%"
"2015年08月24日","21,790.0","22,690.0","23,100.0","21,765.0","1.82M","-8.14%"
"2015年08月21日","23,720.0","24,300.0","24,465.0","23,580.0","1.04M","-4.80%"
"2015年08月20日","24,915.0","25,170.0","25,530.0","24,875.0","780.00K","0.46%"
"2015年08月19日","24,800.0","24,920.0","25,695.0","24,710.0","1.04M","0.20%"
"2015年08月18日","24,750.0","24,490.0","24,895.0","24,355.0","535.50K","0.79%"
"2015年08月17日","24,555.0","24,360.0","24,895.0","24,270.0","539.50K","2.21%"
"2015年08月14日","24,025.0","24,045.0","24,180.0","23,550.0","636.90K","-0.74%"
"2015年08月13日","24,205.0","23,995.0","24,550.0","23,895.0","622.50K","-0.47%"
"2015年08月12日","24,320.0","24,695.0","25,230.0","23,850.0","1.03M","-1.48%"
"2015年08月11日","24,685.0","24,900.0","26,050.0","24,385.0","1.92M","0.35%"
"2015年08月10日","24,600.0","23,315.0","24,600.0","23,220.0","1.23M","5.69%"
"2015年08月07日","23,275.0","23,200.0","23,435.0","22,965.0","652.60K","1.42%"
"2015年08月06日","22,950.0","23,000.0","23,180.0","22,875.0","799.30K","-0.22%"
"2015年08月05日","23,000.0","22,500.0","23,175.0","22,425.0","985.50K","3.05%"
"2015年08月04日","22,320.0","22,250.0","22,420.0","22,190.0","677.60K","0.61%"
"2015年08月03日","22,185.0","21,770.0","22,275.0","21,705.0","541.50K","1.72%"
"2015年07月31日","21,810.0","22,190.0","22,300.0","21,800.0","758.50K","-1.73%"
"2015年07月30日","22,195.0","22,000.0","22,450.0","21,460.0","1.87M","8.27%"
"2015年07月29日","20,500.0","20,945.0","20,970.0","20,500.0","360.70K","-1.09%"
"2015年07月28日","20,725.0","20,700.0","20,990.0","20,490.0","535.70K","-0.53%"
"2015年07月27日","20,835.0","21,400.0","21,425.0","20,770.0","752.00K","-4.23%"
"2015年07月24日","21,755.0","21,900.0","22,100.0","21,615.0","647.30K","-0.57%"
"2015年07月23日","21,880.0","21,650.0","21,880.0","21,605.0","571.60K","1.91%"
"2015年07月22日","21,470.0","21,460.0","21,620.0","21,385.0","566.20K","-1.31%"
"2015年07月21日","21,755.0","21,100.0","21,880.0","21,050.0","794.80K","2.14%"
