"日付け","終値","始値","高値","安値","出来高","前日比%"
"2020年08月11日","50,040.0","50,690.0","50,970.0","49,680.0","1.36M","-0.83%"
"2020年08月07日","50,460.0","51,400.0","51,450.0","50,110.0","2.66M","2.58%"
"2020年08月06日","49,190.0","49,500.0","49,500.0","48,710.0","1.11M","0.18%"
"2020年08月05日","49,100.0","48,690.0","49,290.0","48,310.0","1.37M","3.17%"
"2020年08月04日","47,590.0","47,800.0","48,550.0","47,440.0","1.47M","1.32%"
"2020年08月03日","46,970.0","46,000.0","47,190.0","45,860.0","912.10K","1.14%"
"2020年07月31日","46,440.0","47,200.0","47,370.0","46,250.0","907.40K","-1.82%"
"2020年07月30日","47,300.0","47,330.0","47,740.0","47,230.0","592.20K","0.06%"
"2020年07月29日","47,270.0","47,250.0","47,400.0","46,870.0","653.80K","-0.04%"
"2020年07月28日","47,290.0","47,700.0","48,030.0","47,270.0","678.10K","-0.44%"
"2020年07月27日","47,500.0","47,680.0","48,050.0","47,260.0","782.30K","-0.38%"
"2020年07月22日","47,680.0","47,500.0","47,900.0","47,240.0","842.80K","-0.40%"
"2020年07月21日","47,870.0","47,790.0","48,410.0","47,610.0","1.18M","1.81%"
"2020年07月20日","47,020.0","47,410.0","47,580.0","46,710.0","887.50K","-1.32%"
"2020年07月17日","47,650.0","47,830.0","48,050.0","47,330.0","656.10K","-0.21%"
"2020年07月16日","47,750.0","48,040.0","48,340.0","47,600.0","986.50K","-1.97%"
"2020年07月15日","48,710.0","48,400.0","48,800.0","47,980.0","867.70K","1.27%"
"2020年07月14日","48,100.0","48,300.0","48,810.0","47,710.0","894.00K","-1.43%"
"2020年07月13日","48,800.0","48,780.0","48,950.0","48,230.0","780.40K","0.25%"
"2020年07月10日","48,680.0","49,570.0","49,650.0","48,680.0","899.40K","-1.95%"
"2020年07月09日","49,650.0","50,000.0","50,070.0","49,470.0","992.20K","0.04%"
"2020年07月08日","49,630.0","51,350.0","51,350.0","49,630.0","1.41M","-3.74%"
"2020年07月07日","51,560.0","50,700.0","51,910.0","50,500.0","1.22M","2.24%"
"2020年07月06日","50,430.0","49,950.0","50,500.0","49,580.0","909.10K","0.82%"
"2020年07月03日","50,020.0","48,520.0","50,040.0","48,420.0","1.41M","3.58%"
"2020年07月02日","48,290.0","48,500.0","48,960.0","47,930.0","1.01M","1.05%"
"2020年07月01日","47,790.0","48,340.0","48,420.0","47,640.0","590.90K","-0.46%"
"2020年06月30日","48,010.0","48,160.0","48,290.0","47,890.0","690.00K","-0.06%"
"2020年06月29日","48,040.0","48,230.0","48,540.0","47,860.0","611.60K","-0.95%"
"2020年06月26日","48,500.0","48,020.0","48,650.0","47,750.0","702.90K","0.48%"
"2020年06月25日","48,270.0","48,630.0","49,050.0","48,150.0","953.30K","-2.27%"
"2020年06月24日","49,390.0","48,680.0","49,470.0","48,460.0","911.40K","0.39%"
"2020年06月23日","49,200.0","50,130.0","50,130.0","49,160.0","1.17M","-1.89%"
"2020年06月22日","50,150.0","50,210.0","50,600.0","50,020.0","714.20K","-0.73%"
"2020年06月19日","50,520.0","50,170.0","50,520.0","49,770.0","1.32M","0.82%"
"2020年06月18日","50,110.0","49,500.0","50,180.0","49,350.0","1.75M","2.81%"
"2020年06月17日","48,740.0","48,210.0","48,970.0","48,130.0","1.38M","2.42%"
"2020年06月16日","47,590.0","47,930.0","48,220.0","47,260.0","973.70K","1.32%"
"2020年06月15日","46,970.0","47,520.0","48,210.0","46,860.0","1.21M","-1.41%"
"2020年06月12日","47,640.0","47,020.0","47,960.0","46,400.0","1.74M","1.30%"
"2020年06月11日","47,030.0","45,860.0","47,280.0","45,830.0","2.23M","3.73%"
"2020年06月10日","45,340.0","45,250.0","45,580.0","45,130.0","576.30K","0.31%"
"2020年06月09日","45,200.0","44,860.0","45,260.0","44,660.0","594.60K","0.29%"
"2020年06月08日","45,070.0","46,140.0","46,150.0","44,840.0","1.04M","-1.70%"
"2020年06月05日","45,850.0","45,450.0","45,960.0","45,400.0","999.00K","1.35%"
"2020年06月04日","45,240.0","44,990.0","45,240.0","44,650.0","1.12M","1.37%"
"2020年06月03日","44,630.0","43,950.0","44,760.0","43,860.0","1.13M","1.27%"
"2020年06月02日","44,070.0","44,140.0","44,340.0","43,930.0","787.40K","-0.88%"
"2020年06月01日","44,460.0","44,270.0","44,590.0","44,120.0","1.13M","2.11%"
"2020年05月29日","43,540.0","44,190.0","44,460.0","43,530.0","1.35M","-0.73%"
"2020年05月28日","43,860.0","43,890.0","44,170.0","43,510.0","1.01M","-0.54%"
"2020年05月27日","44,100.0","44,300.0","44,440.0","43,910.0","879.50K","-1.12%"
"2020年05月26日","44,600.0","44,620.0","44,720.0","44,370.0","649.20K","0.00%"
"2020年05月25日","44,600.0","45,150.0","45,250.0","44,420.0","598.30K","-0.62%"
"2020年05月22日","44,880.0","45,060.0","45,220.0","44,660.0","628.10K","-0.40%"
"2020年05月21日","45,060.0","44,490.0","45,220.0","44,330.0","986.80K","1.92%"
"2020年05月20日","44,210.0","44,200.0","44,630.0","44,150.0","894.10K","0.52%"
"2020年05月19日","43,980.0","44,340.0","44,430.0","43,630.0","1.12M","-1.28%"
"2020年05月18日","44,550.0","45,180.0","45,340.0","44,420.0","722.50K","-1.02%"
"2020年05月15日","45,010.0","44,700.0","45,090.0","44,450.0","796.70K","0.54%"
"2020年05月14日","44,770.0","44,420.0","45,250.0","44,410.0","819.40K","-0.51%"
"2020年05月13日","45,000.0","44,680.0","45,000.0","44,330.0","823.10K","0.33%"
"2020年05月12日","44,850.0","44,050.0","45,090.0","44,050.0","1.30M","2.77%"
"2020年05月11日","43,640.0","44,370.0","44,380.0","43,100.0","1.43M","-1.49%"
"2020年05月08日","44,300.0","45,340.0","45,500.0","43,510.0","2.48M","-3.90%"
"2020年05月07日","46,100.0","45,110.0","46,100.0","45,000.0","1.51M","3.25%"
"2020年05月01日","44,650.0","44,800.0","45,250.0","44,530.0","1.03M","0.00%"
"2020年04月30日","44,650.0","45,730.0","45,790.0","44,520.0","1.78M","-3.40%"
"2020年04月28日","46,220.0","46,250.0","46,580.0","45,940.0","924.50K","-1.32%"
"2020年04月27日","46,840.0","46,790.0","47,150.0","46,710.0","802.00K","-0.13%"
"2020年04月24日","46,900.0","46,410.0","46,990.0","46,390.0","832.70K","0.51%"
"2020年04月23日","46,660.0","47,200.0","47,270.0","46,440.0","1.02M","-0.68%"
"2020年04月22日","46,980.0","47,000.0","47,090.0","46,210.0","1.60M","2.06%"
"2020年04月21日","46,030.0","45,310.0","46,380.0","45,260.0","1.23M","0.22%"
"2020年04月20日","45,930.0","46,660.0","46,810.0","45,800.0","1.16M","-1.92%"
"2020年04月17日","46,830.0","47,000.0","47,100.0","46,070.0","1.71M","-0.36%"
"2020年04月16日","47,000.0","46,450.0","47,170.0","46,370.0","1.39M","0.58%"
"2020年04月15日","46,730.0","45,990.0","46,930.0","45,900.0","1.75M","2.75%"
"2020年04月14日","45,480.0","44,590.0","45,500.0","44,360.0","1.42M","2.64%"
"2020年04月13日","44,310.0","44,500.0","44,750.0","44,100.0","819.00K","-0.14%"
"2020年04月10日","44,370.0","43,370.0","44,500.0","43,280.0","1.29M","1.46%"
"2020年04月09日","43,730.0","43,450.0","43,730.0","43,050.0","1.24M","0.32%"
"2020年04月08日","43,590.0","43,000.0","43,640.0","42,700.0","1.69M","0.93%"
"2020年04月07日","43,190.0","43,250.0","43,500.0","42,370.0","1.73M","0.63%"
"2020年04月06日","42,920.0","42,350.0","43,200.0","42,190.0","1.54M","2.48%"
"2020年04月03日","41,880.0","41,870.0","42,280.0","41,570.0","1.24M","1.33%"
"2020年04月02日","41,330.0","42,510.0","42,670.0","41,110.0","1.68M","-1.48%"
"2020年04月01日","41,950.0","41,800.0","42,690.0","41,510.0","1.92M","0.82%"
"2020年03月31日","41,610.0","41,560.0","42,490.0","41,150.0","1.93M","1.66%"
"2020年03月30日","40,930.0","39,470.0","40,990.0","39,160.0","1.48M","1.31%"
"2020年03月27日","40,400.0","40,000.0","40,400.0","39,430.0","1.62M","1.69%"
"2020年03月26日","39,730.0","39,230.0","39,980.0","38,850.0","1.41M","0.23%"
"2020年03月25日","39,640.0","39,500.0","39,640.0","38,970.0","1.51M","2.67%"
"2020年03月24日","38,610.0","38,810.0","38,890.0","38,160.0","1.51M","2.12%"
"2020年03月23日","37,810.0","37,400.0","38,430.0","37,110.0","1.91M","1.56%"
"2020年03月19日","37,230.0","35,510.0","37,500.0","35,510.0","2.47M","4.84%"
"2020年03月18日","35,510.0","35,360.0","36,320.0","35,250.0","1.85M","1.81%"
"2020年03月17日","34,880.0","32,500.0","35,360.0","32,200.0","3.19M","5.86%"
"2020年03月16日","32,950.0","33,900.0","34,860.0","32,930.0","2.16M","-0.81%"
"2020年03月13日","33,220.0","33,080.0","34,500.0","31,880.0","3.19M","-4.60%"
"2020年03月12日","34,820.0","35,000.0","35,360.0","33,950.0","2.12M","-1.83%"
"2020年03月11日","35,470.0","36,060.0","36,860.0","35,410.0","1.51M","-1.99%"
"2020年03月10日","36,190.0","35,000.0","36,520.0","33,980.0","2.26M","0.72%"
"2020年03月09日","35,930.0","36,480.0","36,740.0","35,630.0","2.03M","-3.96%"
"2020年03月06日","37,410.0","37,700.0","38,090.0","37,070.0","1.27M","-1.34%"
"2020年03月05日","37,920.0","37,900.0","38,170.0","37,410.0","1.23M","1.80%"
"2020年03月04日","37,250.0","36,430.0","37,600.0","36,430.0","1.09M","1.22%"
"2020年03月03日","36,800.0","37,850.0","37,990.0","36,680.0","1.86M","-0.78%"
"2020年03月02日","37,090.0","36,100.0","37,890.0","35,900.0","2.15M","2.26%"
"2020年02月28日","36,270.0","36,800.0","37,250.0","36,080.0","2.30M","-5.03%"
"2020年02月27日","38,190.0","38,580.0","38,840.0","38,000.0","1.11M","-1.98%"
"2020年02月26日","38,960.0","39,230.0","39,230.0","38,450.0","1.12M","-0.69%"
"2020年02月25日","39,230.0","38,100.0","39,490.0","38,100.0","1.30M","-1.80%"
"2020年02月21日","39,950.0","40,000.0","40,050.0","39,860.0","915.50K","-0.37%"
"2020年02月20日","40,100.0","40,500.0","40,540.0","40,020.0","738.30K","0.12%"
"2020年02月19日","40,050.0","39,920.0","40,210.0","39,830.0","918.70K","0.65%"
"2020年02月18日","39,790.0","39,900.0","39,970.0","39,710.0","694.20K","-0.53%"
"2020年02月17日","40,000.0","39,840.0","40,150.0","39,670.0","928.20K","0.40%"
"2020年02月14日","39,840.0","39,980.0","40,030.0","39,500.0","934.00K","-0.87%"
"2020年02月13日","40,190.0","40,400.0","40,470.0","40,040.0","878.60K","-0.91%"
"2020年02月12日","40,560.0","40,600.0","40,720.0","40,400.0","761.00K","-0.22%"
"2020年02月10日","40,650.0","40,300.0","40,840.0","40,290.0","899.90K","0.37%"
"2020年02月07日","40,500.0","40,720.0","40,890.0","40,410.0","1.19M","-0.98%"
"2020年02月06日","40,900.0","40,790.0","41,100.0","40,470.0","1.33M","1.16%"
"2020年02月05日","40,430.0","40,740.0","40,920.0","40,210.0","926.50K","0.82%"
"2020年02月04日","40,100.0","40,000.0","40,210.0","39,640.0","1.30M","0.15%"
"2020年02月03日","40,040.0","38,670.0","40,130.0","38,000.0","2.61M","-1.79%"
"2020年01月31日","40,770.0","41,120.0","41,250.0","40,170.0","2.58M","-3.55%"
"2020年01月30日","42,270.0","42,800.0","42,800.0","41,920.0","1.15M","-1.05%"
"2020年01月29日","42,720.0","42,590.0","42,870.0","42,400.0","815.20K","0.28%"
"2020年01月28日","42,600.0","42,080.0","42,660.0","41,970.0","975.80K","0.47%"
"2020年01月27日","42,400.0","43,080.0","43,110.0","42,310.0","972.10K","-2.97%"
"2020年01月24日","43,700.0","43,700.0","43,880.0","43,510.0","840.60K","0.39%"
"2020年01月23日","43,530.0","43,320.0","43,560.0","43,170.0","863.70K","0.48%"
"2020年01月22日","43,320.0","43,210.0","43,350.0","43,060.0","702.20K","0.49%"
"2020年01月21日","43,110.0","43,000.0","43,250.0","42,960.0","562.80K","0.28%"
"2020年01月20日","42,990.0","43,090.0","43,290.0","42,980.0","817.50K","0.00%"
"2020年01月17日","42,990.0","43,170.0","43,230.0","42,900.0","763.60K","0.07%"
"2020年01月16日","42,960.0","42,940.0","43,040.0","42,700.0","698.70K","-0.26%"
"2020年01月15日","43,070.0","43,000.0","43,300.0","42,880.0","755.90K","-0.30%"
"2020年01月14日","43,200.0","43,850.0","43,940.0","42,940.0","1.20M","-0.55%"
"2020年01月10日","43,440.0","43,220.0","43,780.0","43,140.0","826.30K","0.14%"
"2020年01月09日","43,380.0","43,550.0","43,600.0","43,160.0","1.03M","1.74%"
"2020年01月08日","42,640.0","42,500.0","42,840.0","41,610.0","1.48M","-0.70%"
"2020年01月07日","42,940.0","43,040.0","43,500.0","42,890.0","1.17M","0.47%"
"2020年01月06日","42,740.0","43,010.0","43,090.0","42,510.0","1.15M","-2.80%"
"2019年12月30日","43,970.0","43,810.0","44,020.0","43,500.0","621.30K","0.37%"
"2019年12月27日","43,810.0","43,730.0","44,020.0","43,570.0","638.00K","0.60%"
"2019年12月26日","43,550.0","43,470.0","43,700.0","43,340.0","647.00K","0.42%"
"2019年12月25日","43,370.0","43,430.0","43,530.0","43,270.0","475.30K","0.25%"
"2019年12月24日","43,260.0","43,480.0","43,550.0","43,060.0","638.00K","0.00%"
"2019年12月23日","43,260.0","43,360.0","43,700.0","43,030.0","795.50K","0.14%"
"2019年12月20日","43,200.0","43,020.0","43,660.0","42,950.0","1.53M","-1.19%"
"2019年12月19日","43,720.0","44,260.0","44,500.0","43,670.0","1.31M","-1.75%"
"2019年12月18日","44,500.0","44,970.0","45,100.0","44,250.0","1.40M","-2.24%"
"2019年12月17日","45,520.0","45,800.0","45,980.0","45,310.0","1.08M","0.13%"
"2019年12月16日","45,460.0","44,990.0","45,890.0","44,990.0","1.59M","1.18%"
"2019年12月13日","44,930.0","45,400.0","45,460.0","44,880.0","1.76M","0.13%"
"2019年12月12日","44,870.0","45,780.0","46,340.0","44,740.0","1.95M","-1.90%"
"2019年12月11日","45,740.0","46,090.0","46,750.0","45,650.0","1.81M","-1.36%"
"2019年12月10日","46,370.0","45,100.0","47,000.0","45,070.0","3.28M","2.86%"
"2019年12月09日","45,080.0","44,300.0","45,080.0","44,240.0","2.12M","3.02%"
"2019年12月06日","43,760.0","43,510.0","43,800.0","43,230.0","1.19M","0.18%"
"2019年12月05日","43,680.0","44,500.0","44,520.0","43,460.0","1.50M","-0.34%"
"2019年12月04日","43,830.0","44,620.0","44,880.0","43,350.0","2.52M","-1.26%"
"2019年12月03日","44,390.0","43,550.0","44,500.0","43,510.0","2.29M","2.66%"
"2019年12月02日","43,240.0","42,620.0","43,390.0","42,560.0","1.61M","2.10%"
"2019年11月29日","42,350.0","42,700.0","42,800.0","42,330.0","538.40K","-0.54%"
"2019年11月28日","42,580.0","42,750.0","42,870.0","42,480.0","663.50K","0.12%"
"2019年11月27日","42,530.0","42,460.0","42,660.0","42,100.0","872.50K","-0.12%"
"2019年11月26日","42,580.0","42,500.0","42,980.0","42,430.0","1.26M","0.69%"
"2019年11月25日","42,290.0","41,900.0","42,310.0","41,680.0","1.38M","1.93%"
"2019年11月22日","41,490.0","42,330.0","42,530.0","41,470.0","2.11M","-3.51%"
"2019年11月21日","43,000.0","43,240.0","43,300.0","42,120.0","1.78M","0.07%"
"2019年11月20日","42,970.0","42,440.0","43,300.0","42,390.0","2.10M","1.51%"
"2019年11月19日","42,330.0","42,200.0","42,410.0","42,030.0","958.30K","0.62%"
"2019年11月18日","42,070.0","41,440.0","42,250.0","41,350.0","1.27M","1.91%"
"2019年11月15日","41,280.0","41,600.0","41,690.0","41,250.0","983.70K","-1.22%"
"2019年11月14日","41,790.0","42,280.0","42,320.0","41,760.0","938.30K","-0.59%"
"2019年11月13日","42,040.0","42,330.0","42,500.0","41,850.0","1.06M","-0.83%"
"2019年11月12日","42,390.0","42,100.0","42,470.0","42,040.0","1.02M","1.02%"
"2019年11月11日","41,960.0","42,200.0","42,530.0","41,820.0","1.05M","0.00%"
"2019年11月08日","41,960.0","42,320.0","42,390.0","41,800.0","1.02M","-0.10%"
"2019年11月07日","42,000.0","41,710.0","42,370.0","41,460.0","1.24M","-0.50%"
"2019年11月06日","42,210.0","42,930.0","43,030.0","41,710.0","1.86M","-1.22%"
"2019年11月05日","42,730.0","42,750.0","43,070.0","42,300.0","2.74M","2.96%"
"2019年11月01日","41,500.0","40,170.0","41,500.0","40,170.0","4.24M","7.46%"
"2019年10月31日","38,620.0","38,920.0","39,040.0","38,130.0","1.33M","0.34%"
"2019年10月30日","38,490.0","37,700.0","38,490.0","37,290.0","2.27M","1.85%"
"2019年10月29日","37,790.0","37,360.0","38,220.0","37,350.0","1.61M","2.08%"
"2019年10月28日","37,020.0","36,950.0","37,310.0","36,810.0","1.11M","0.79%"
"2019年10月25日","36,730.0","37,200.0","37,420.0","36,700.0","1.89M","-3.01%"
"2019年10月24日","37,870.0","38,280.0","38,350.0","37,870.0","943.70K","-0.63%"
"2019年10月23日","38,110.0","38,400.0","38,490.0","38,040.0","989.70K","-1.14%"
"2019年10月21日","38,550.0","38,540.0","38,700.0","38,190.0","808.00K","-0.16%"
"2019年10月18日","38,610.0","38,750.0","39,260.0","38,440.0","1.42M","-1.15%"
"2019年10月17日","39,060.0","39,580.0","39,620.0","39,060.0","1.67M","-2.74%"
"2019年10月16日","40,160.0","40,240.0","40,630.0","40,050.0","1.01M","0.02%"
"2019年10月15日","40,150.0","40,000.0","40,220.0","39,710.0","891.70K","0.70%"
"2019年10月11日","39,870.0","40,380.0","40,390.0","39,310.0","1.56M","-1.07%"
"2019年10月10日","40,300.0","40,800.0","40,980.0","40,150.0","1.20M","-1.44%"
"2019年10月09日","40,890.0","40,400.0","40,990.0","40,400.0","994.70K","0.29%"
"2019年10月08日","40,770.0","40,500.0","40,800.0","40,190.0","1.02M","0.89%"
"2019年10月07日","40,410.0","40,910.0","40,910.0","40,410.0","886.80K","-1.37%"
"2019年10月04日","40,970.0","40,800.0","41,100.0","40,620.0","1.12M","1.19%"
"2019年10月03日","40,490.0","40,690.0","40,730.0","40,330.0","1.16M","-1.68%"
"2019年10月02日","41,180.0","40,420.0","41,180.0","40,420.0","967.80K","0.64%"
"2019年10月01日","40,920.0","40,300.0","41,140.0","40,080.0","1.56M","2.25%"
"2019年09月30日","40,020.0","39,890.0","40,090.0","39,750.0","997.30K","-0.89%"
"2019年09月27日","40,380.0","40,780.0","40,960.0","40,200.0","1.42M","-0.69%"
"2019年09月26日","40,660.0","40,850.0","41,260.0","40,530.0","1.89M","0.35%"
"2019年09月25日","40,520.0","41,460.0","41,500.0","40,410.0","2.75M","-4.32%"
"2019年09月24日","42,350.0","42,580.0","42,710.0","42,060.0","1.33M","-1.12%"
"2019年09月20日","42,830.0","42,880.0","42,940.0","42,420.0","1.50M","0.87%"
"2019年09月19日","42,460.0","42,690.0","42,960.0","42,300.0","1.16M","0.17%"
"2019年09月18日","42,390.0","42,000.0","42,600.0","41,940.0","1.19M","1.19%"
"2019年09月17日","41,890.0","41,500.0","41,980.0","41,380.0","1.02M","0.70%"
"2019年09月13日","41,600.0","41,690.0","41,730.0","41,330.0","1.13M","0.05%"
"2019年09月12日","41,580.0","41,350.0","41,780.0","41,260.0","1.13M","1.17%"
"2019年09月11日","41,100.0","41,420.0","41,570.0","40,750.0","1.29M","-1.34%"
"2019年09月10日","41,660.0","42,000.0","42,000.0","41,580.0","935.40K","-0.55%"
"2019年09月09日","41,890.0","41,500.0","42,100.0","41,500.0","1.13M","1.06%"
"2019年09月06日","41,450.0","41,400.0","41,960.0","41,340.0","1.36M","1.20%"
"2019年09月05日","40,960.0","41,350.0","41,540.0","40,810.0","2.17M","-1.49%"
"2019年09月04日","41,580.0","40,770.0","41,770.0","40,730.0","2.07M","2.59%"
"2019年09月03日","40,530.0","40,400.0","40,640.0","40,270.0","665.20K","0.37%"
"2019年09月02日","40,380.0","40,290.0","40,730.0","40,260.0","1.01M","0.22%"
"2019年08月30日","40,290.0","40,460.0","40,580.0","40,160.0","832.50K","0.27%"
"2019年08月29日","40,180.0","40,530.0","40,540.0","40,100.0","702.00K","-0.42%"
"2019年08月28日","40,350.0","40,550.0","40,850.0","40,290.0","1.03M","0.25%"
"2019年08月27日","40,250.0","40,200.0","40,350.0","39,950.0","1.11M","1.08%"
"2019年08月26日","39,820.0","40,200.0","40,440.0","39,680.0","1.49M","-2.83%"
"2019年08月23日","40,980.0","40,220.0","41,010.0","40,140.0","1.40M","1.99%"
"2019年08月22日","40,180.0","40,380.0","40,600.0","40,050.0","949.00K","-0.12%"
"2019年08月21日","40,230.0","39,800.0","40,280.0","39,670.0","872.20K","0.55%"
"2019年08月20日","40,010.0","40,110.0","40,200.0","39,850.0","648.50K","0.13%"
"2019年08月19日","39,960.0","40,300.0","40,340.0","39,920.0","842.70K","0.60%"
"2019年08月16日","39,720.0","39,700.0","40,110.0","39,650.0","998.20K","-0.45%"
"2019年08月15日","39,900.0","39,000.0","39,920.0","38,770.0","1.71M","-0.42%"
"2019年08月14日","40,070.0","39,200.0","40,100.0","39,130.0","1.74M","4.32%"
"2019年08月13日","38,410.0","38,740.0","38,940.0","38,340.0","1.11M","-2.61%"
"2019年08月09日","39,440.0","39,590.0","39,830.0","39,390.0","1.09M","0.31%"
"2019年08月08日","39,320.0","39,400.0","39,690.0","39,160.0","1.05M","0.36%"
"2019年08月07日","39,180.0","39,330.0","39,430.0","38,830.0","1.23M","0.62%"
"2019年08月06日","38,940.0","37,730.0","39,010.0","37,660.0","1.79M","-0.99%"
"2019年08月05日","39,330.0","39,790.0","39,850.0","38,840.0","1.50M","-2.38%"
"2019年08月02日","40,290.0","40,840.0","40,980.0","39,840.0","2.28M","-2.78%"
"2019年08月01日","41,440.0","40,430.0","41,810.0","40,360.0","2.40M","3.34%"
"2019年07月31日","40,100.0","39,890.0","40,200.0","38,830.0","2.54M","-1.21%"
"2019年07月30日","40,590.0","40,330.0","40,600.0","40,010.0","895.50K","0.67%"
"2019年07月29日","40,320.0","40,400.0","40,840.0","40,160.0","848.30K","0.25%"
"2019年07月26日","40,220.0","39,850.0","40,280.0","39,570.0","849.20K","0.10%"
"2019年07月25日","40,180.0","39,960.0","40,460.0","39,900.0","921.10K","0.83%"
"2019年07月24日","39,850.0","39,750.0","40,020.0","39,630.0","1.05M","-0.25%"
"2019年07月23日","39,950.0","40,460.0","40,580.0","39,950.0","1.18M","-0.65%"
"2019年07月22日","40,210.0","40,950.0","40,950.0","40,170.0","1.33M","-2.38%"
"2019年07月19日","41,190.0","41,000.0","41,470.0","40,970.0","895.60K","0.59%"
"2019年07月18日","40,950.0","40,900.0","41,070.0","40,610.0","1.22M","-0.97%"
"2019年07月17日","41,350.0","41,540.0","41,540.0","40,910.0","1.03M","-0.62%"
"2019年07月16日","41,610.0","41,480.0","41,710.0","41,280.0","865.60K","-0.10%"
"2019年07月12日","41,650.0","42,000.0","42,050.0","41,460.0","1.29M","-0.02%"
"2019年07月11日","41,660.0","41,200.0","41,780.0","40,700.0","2.82M","4.15%"
"2019年07月10日","40,000.0","40,330.0","40,380.0","39,920.0","1.25M","-1.33%"
"2019年07月09日","40,540.0","40,410.0","40,600.0","40,070.0","896.40K","0.07%"
"2019年07月08日","40,510.0","40,840.0","41,060.0","40,430.0","1.06M","-0.59%"
"2019年07月05日","40,750.0","40,680.0","40,900.0","40,590.0","786.00K","0.44%"
"2019年07月04日","40,570.0","40,620.0","40,850.0","40,420.0","1.04M","-0.12%"
"2019年07月03日","40,620.0","40,110.0","40,620.0","40,060.0","1.53M","1.20%"
"2019年07月02日","40,140.0","40,200.0","40,400.0","39,950.0","1.31M","0.22%"
"2019年07月01日","40,050.0","39,870.0","40,300.0","39,790.0","1.42M","1.42%"
"2019年06月28日","39,490.0","39,200.0","39,550.0","39,020.0","1.46M","0.28%"
"2019年06月27日","39,380.0","38,350.0","39,430.0","38,260.0","2.13M","2.95%"
"2019年06月26日","38,250.0","38,030.0","38,290.0","37,610.0","1.29M","0.26%"
"2019年06月25日","38,150.0","38,130.0","38,530.0","37,940.0","1.12M","0.00%"
"2019年06月24日","38,150.0","38,290.0","38,310.0","37,620.0","933.50K","-0.37%"
"2019年06月21日","38,290.0","38,500.0","38,640.0","38,130.0","1.09M","-0.70%"
"2019年06月20日","38,560.0","38,200.0","38,660.0","38,120.0","1.35M","1.88%"
"2019年06月19日","37,850.0","38,090.0","38,090.0","37,480.0","1.18M","0.40%"
"2019年06月18日","37,700.0","37,570.0","38,040.0","37,480.0","1.21M","0.67%"
"2019年06月17日","37,450.0","37,610.0","37,890.0","37,290.0","898.80K","-0.32%"
"2019年06月14日","37,570.0","37,780.0","37,900.0","37,410.0","1.13M","0.48%"
"2019年06月13日","37,390.0","37,380.0","37,470.0","37,010.0","1.75M","-1.55%"
"2019年06月12日","37,980.0","38,700.0","38,890.0","37,900.0","2.44M","-3.53%"
"2019年06月11日","39,370.0","39,720.0","39,800.0","39,260.0","1.01M","-0.83%"
"2019年06月10日","39,700.0","39,400.0","39,790.0","39,100.0","1.30M","1.40%"
"2019年06月07日","39,150.0","38,790.0","39,280.0","38,660.0","1.35M","1.48%"
"2019年06月06日","38,580.0","38,880.0","39,100.0","38,530.0","1.13M","-0.49%"
"2019年06月05日","38,770.0","38,100.0","38,770.0","37,990.0","1.46M","2.97%"
"2019年06月04日","37,650.0","38,780.0","38,850.0","37,600.0","1.67M","-2.26%"
"2019年06月03日","38,520.0","38,500.0","39,100.0","38,180.0","1.50M","-0.47%"
"2019年05月31日","38,700.0","38,300.0","39,130.0","38,220.0","1.55M","0.78%"
"2019年05月30日","38,400.0","38,690.0","38,720.0","38,120.0","1.42M","-1.44%"
"2019年05月29日","38,960.0","38,870.0","39,120.0","38,480.0","1.77M","-0.38%"
"2019年05月28日","39,110.0","38,920.0","39,200.0","38,800.0","1.12M","0.98%"
"2019年05月27日","38,730.0","39,100.0","39,200.0","38,400.0","1.20M","-0.90%"
"2019年05月24日","39,080.0","38,330.0","39,080.0","38,140.0","1.59M","1.16%"
"2019年05月23日","38,630.0","38,310.0","38,980.0","38,250.0","1.84M","0.91%"
"2019年05月22日","38,280.0","38,200.0","38,540.0","38,100.0","1.38M","0.79%"
"2019年05月21日","37,980.0","38,000.0","38,100.0","37,700.0","1.39M","-0.60%"
"2019年05月20日","38,210.0","37,690.0","38,290.0","37,670.0","1.30M","1.38%"
"2019年05月17日","37,690.0","37,400.0","37,970.0","37,210.0","1.60M","2.20%"
"2019年05月16日","36,880.0","37,560.0","37,730.0","36,610.0","1.50M","-1.42%"
"2019年05月15日","37,410.0","37,370.0","37,520.0","37,020.0","1.12M","1.05%"
"2019年05月14日","37,020.0","36,290.0","37,160.0","36,080.0","1.68M","0.08%"
"2019年05月13日","36,990.0","37,190.0","37,260.0","36,670.0","1.14M","-0.03%"
"2019年05月10日","37,000.0","36,990.0","37,430.0","36,500.0","1.80M","0.65%"
"2019年05月09日","36,760.0","37,210.0","37,540.0","36,740.0","1.48M","-1.00%"
"2019年05月08日","37,130.0","36,210.0","37,350.0","36,110.0","1.73M","-0.24%"
"2019年05月07日","37,220.0","38,380.0","38,550.0","36,920.0","2.70M","-2.05%"
"2019年04月26日","38,000.0","36,550.0","38,280.0","36,530.0","4.72M","-1.32%"
"2019年04月25日","38,510.0","38,490.0","38,790.0","38,310.0","3.23M","1.34%"
"2019年04月24日","38,000.0","37,170.0","38,110.0","37,040.0","3.15M","2.23%"
"2019年04月23日","37,170.0","38,320.0","38,380.0","37,010.0","3.34M","-3.60%"
"2019年04月22日","38,560.0","39,410.0","39,560.0","37,940.0","4.17M","-1.63%"
